RandRep,Treat,Gen,Reason,Status,pdG,pdH
892,3,3,Convergence criteria met.,0,0,1
892,3,4,Convergence criteria met.,0,0,1
892,3,5,Convergence criteria met.,0,0,1
892,3,6,Convergence criteria met.,0,0,1
893,1,1,Convergence criteria met.,0,0,1
893,1,2,Convergence criteria met.,0,0,1
893,1,3,Convergence criteria met.,0,0,1
893,1,4,Convergence criteria met.,0,0,1
893,1,5,Convergence criteria met.,0,0,1
893,1,6,Convergence criteria met.,0,0,1
893,3,1,Convergence criteria met.,0,0,1
893,3,2,Convergence criteria met.,0,0,1
893,3,3,Convergence criteria met.,0,0,1
893,3,4,Convergence criteria met.,0,0,1
893,3,5,Convergence criteria met.,0,0,1
893,3,6,Convergence criteria met.,0,0,1
894,1,1,Convergence criteria met.,0,0,1
894,1,2,Convergence criteria met.,0,0,1
894,1,3,Convergence criteria met.,0,0,1
894,1,4,Convergence criteria met.,0,0,1
894,1,5,Convergence criteria met.,0,0,1
894,1,6,Convergence criteria met.,0,0,1
894,3,1,Convergence criteria met.,0,0,1
894,3,2,Convergence criteria met.,0,0,1
894,3,3,Convergence criteria met.,0,0,1
894,3,4,Convergence criteria met.,0,0,1
894,3,5,Convergence criteria met.,0,0,1
894,3,6,Convergence criteria met.,0,0,1
895,1,1,Convergence criteria met.,0,0,1
895,1,2,Convergence criteria met.,0,0,1
895,1,3,Convergence criteria met.,0,0,1
895,1,4,Convergence criteria met.,0,0,1
895,1,5,Convergence criteria met.,0,0,1
895,1,6,Convergence criteria met.,0,0,1
895,3,1,Convergence criteria met.,0,0,1
895,3,2,Convergence criteria met.,0,0,1
895,3,3,Convergence criteria met.,0,0,1
895,3,4,Convergence criteria met.,0,0,1
895,3,5,Convergence criteria met.,0,0,1
895,3,6,Convergence criteria met.,0,0,1
896,1,1,Convergence criteria met.,0,0,1
896,1,2,Convergence criteria met.,0,0,1
896,1,3,Convergence criteria met.,0,0,1
896,1,4,Convergence criteria met.,0,0,1
896,1,5,Convergence criteria met.,0,0,1
896,1,6,Convergence criteria met.,0,0,1
896,3,1,Convergence criteria met.,0,0,1
896,3,2,Convergence criteria met.,0,0,1
896,3,3,Convergence criteria met.,0,0,1
896,3,4,Convergence criteria met.,0,0,1
896,3,5,Convergence criteria met.,0,0,1
896,3,6,Convergence criteria met.,0,0,1
897,1,1,Convergence criteria met.,0,0,1
897,1,2,Convergence criteria met.,0,0,1
897,1,3,Convergence criteria met.,0,0,1
897,1,4,Convergence criteria met.,0,0,1
897,1,5,Convergence criteria met.,0,0,1
897,1,6,Convergence criteria met.,0,0,1
897,3,1,Convergence criteria met.,0,0,1
897,3,2,Convergence criteria met.,0,0,1
897,3,3,Convergence criteria met.,0,0,1
897,3,4,Convergence criteria met.,0,0,1
897,3,5,Convergence criteria met.,0,0,1
897,3,6,Convergence criteria met.,0,0,1
898,1,1,Convergence criteria met.,0,0,1
898,1,2,Convergence criteria met.,0,0,1
898,1,3,Convergence criteria met.,0,0,1
898,1,4,Convergence criteria met.,0,0,1
898,1,5,Convergence criteria met.,0,0,1
898,1,6,Convergence criteria met.,0,0,1
898,3,1,Convergence criteria met.,0,0,1
898,3,2,Convergence criteria met.,0,0,1
898,3,3,Convergence criteria met.,0,0,1
898,3,4,Convergence criteria met.,0,0,1
898,3,5,Convergence criteria met.,0,0,1
898,3,6,Convergence criteria met.,0,0,1
899,1,1,Convergence criteria met.,0,0,1
899,1,2,Convergence criteria met.,0,0,1
899,1,3,Convergence criteria met.,0,0,1
899,1,4,Convergence criteria met.,0,0,1
899,1,5,Convergence criteria met.,0,0,1
899,1,6,Convergence criteria met.,0,0,1
899,3,1,Convergence criteria met.,0,0,1
899,3,2,Convergence criteria met.,0,0,1
899,3,3,Convergence criteria met.,0,0,1
899,3,4,Convergence criteria met.,0,0,1
899,3,5,Convergence criteria met.,0,0,1
899,3,6,Convergence criteria met.,0,0,1
900,1,1,Convergence criteria met.,0,0,1
900,1,2,Convergence criteria met.,0,0,1
900,1,3,Convergence criteria met.,0,0,1
900,1,4,Convergence criteria met.,0,0,1
900,1,5,Convergence criteria met.,0,0,1
900,1,6,Convergence criteria met.,0,0,1
900,3,1,Convergence criteria met.,0,0,1
900,3,2,Convergence criteria met.,0,0,1
900,3,3,Convergence criteria met.,0,0,1
900,3,4,Convergence criteria met.,0,0,1
900,3,5,Convergence criteria met.,0,0,1
900,3,6,Convergence criteria met.,0,0,1
901,1,1,Convergence criteria met.,0,0,1
901,1,2,Convergence criteria met.,0,0,1
901,1,3,Convergence criteria met.,0,0,1
901,1,4,Convergence criteria met.,0,0,1
901,1,5,Convergence criteria met.,0,0,1
901,1,6,Convergence criteria met.,0,0,1
901,3,1,Convergence criteria met.,0,0,1
901,3,2,Convergence criteria met.,0,0,1
901,3,3,Convergence criteria met.,0,0,1
901,3,4,Convergence criteria met.,0,0,1
901,3,5,Convergence criteria met.,0,0,1
901,3,6,Convergence criteria met.,0,0,1
902,1,1,Convergence criteria met.,0,0,1
902,1,2,Convergence criteria met.,0,0,1
902,1,3,Convergence criteria met.,0,0,1
902,1,4,Convergence criteria met.,0,0,1
902,1,5,Convergence criteria met.,0,0,1
902,1,6,Convergence criteria met.,0,0,1
902,3,1,Convergence criteria met.,0,0,1
902,3,2,Convergence criteria met.,0,0,1
902,3,3,Convergence criteria met.,0,0,1
902,3,4,Convergence criteria met.,0,0,1
902,3,5,Convergence criteria met.,0,0,1
902,3,6,Convergence criteria met.,0,0,1
903,1,1,Convergence criteria met.,0,0,1
903,1,2,Convergence criteria met.,0,0,1
903,1,3,Convergence criteria met.,0,0,1
903,1,4,Convergence criteria met.,0,0,1
903,1,5,Convergence criteria met.,0,0,1
903,1,6,Convergence criteria met.,0,0,1
903,3,1,Convergence criteria met.,0,0,1
903,3,2,Convergence criteria met.,0,0,1
903,3,3,Convergence criteria met.,0,0,1
903,3,4,Convergence criteria met.,0,0,1
903,3,5,Convergence criteria met.,0,0,1
903,3,6,Convergence criteria met.,0,0,1
904,1,1,Convergence criteria met.,0,0,1
904,1,2,Convergence criteria met.,0,0,1
904,1,3,Convergence criteria met.,0,0,1
904,1,4,Convergence criteria met.,0,0,1
904,1,5,Convergence criteria met.,0,0,1
904,1,6,Convergence criteria met.,0,0,1
904,3,1,Convergence criteria met.,0,0,1
904,3,2,Convergence criteria met.,0,0,1
904,3,3,Convergence criteria met.,0,0,1
904,3,4,Convergence criteria met.,0,0,1
904,3,5,Convergence criteria met.,0,0,1
904,3,6,Convergence criteria met.,0,0,1
905,1,1,Convergence criteria met.,0,0,1
905,1,2,Convergence criteria met.,0,0,1
905,1,3,Convergence criteria met.,0,0,1
905,1,4,Convergence criteria met.,0,0,1
905,1,5,Convergence criteria met.,0,0,1
905,1,6,Convergence criteria met.,0,0,1
905,3,1,Convergence criteria met.,0,0,1
905,3,2,Convergence criteria met.,0,0,1
905,3,3,Convergence criteria met.,0,0,1
905,3,4,Convergence criteria met.,0,0,1
905,3,5,Convergence criteria met.,0,0,1
905,3,6,Convergence criteria met.,0,0,1
906,1,1,Convergence criteria met.,0,0,1
906,1,2,Convergence criteria met.,0,0,1
906,1,3,Convergence criteria met.,0,0,1
906,1,4,Convergence criteria met.,0,0,1
906,1,5,Convergence criteria met.,0,0,1
906,1,6,Convergence criteria met.,0,0,1
906,3,1,Convergence criteria met.,0,0,1
906,3,2,Convergence criteria met.,0,0,1
906,3,3,Convergence criteria met.,0,0,1
906,3,4,Convergence criteria met.,0,0,1
906,3,5,Convergence criteria met.,0,0,1
906,3,6,Convergence criteria met.,0,0,1
907,1,1,Convergence criteria met.,0,0,1
907,1,2,Convergence criteria met.,0,0,1
907,1,3,Convergence criteria met.,0,0,1
907,1,4,Convergence criteria met.,0,0,1
907,1,5,Convergence criteria met.,0,0,1
907,1,6,Convergence criteria met.,0,0,1
907,3,1,Convergence criteria met.,0,0,1
907,3,2,Convergence criteria met.,0,0,1
907,3,3,Convergence criteria met.,0,0,1
907,3,4,Convergence criteria met.,0,0,1
907,3,5,Convergence criteria met.,0,0,1
907,3,6,Convergence criteria met.,0,0,1
908,1,1,Convergence criteria met.,0,0,1
908,1,2,Convergence criteria met.,0,0,1
908,1,3,Convergence criteria met.,0,0,1
908,1,4,Convergence criteria met.,0,0,1
908,1,5,Convergence criteria met.,0,0,1
908,1,6,Convergence criteria met.,0,0,1
908,3,1,Convergence criteria met.,0,0,1
908,3,2,Convergence criteria met.,0,0,1
908,3,3,Convergence criteria met.,0,0,1
908,3,4,Convergence criteria met.,0,0,1
908,3,5,Convergence criteria met.,0,0,1
908,3,6,Convergence criteria met.,0,0,1
909,1,1,Convergence criteria met.,0,0,1
909,1,2,Convergence criteria met.,0,0,1
909,1,3,Convergence criteria met.,0,0,1
909,1,4,Convergence criteria met.,0,0,1
909,1,5,Convergence criteria met.,0,0,1
909,1,6,Convergence criteria met.,0,0,1
909,3,1,Convergence criteria met.,0,0,1
909,3,2,Convergence criteria met.,0,0,1
909,3,3,Convergence criteria met.,0,0,1
909,3,4,Convergence criteria met.,0,0,1
909,3,5,Convergence criteria met.,0,0,1
909,3,6,Convergence criteria met.,0,0,1
910,1,1,Convergence criteria met.,0,0,1
910,1,2,Convergence criteria met.,0,0,1
910,1,3,Convergence criteria met.,0,0,1
910,1,4,Convergence criteria met.,0,0,1
910,1,5,Convergence criteria met.,0,0,1
910,1,6,Convergence criteria met.,0,0,1
910,3,1,Convergence criteria met.,0,0,1
910,3,2,Convergence criteria met.,0,0,1
910,3,3,Convergence criteria met.,0,0,1
910,3,4,Convergence criteria met.,0,0,1
910,3,5,Convergence criteria met.,0,0,1
910,3,6,Convergence criteria met.,0,0,1
911,1,1,Convergence criteria met.,0,0,1
911,1,2,Convergence criteria met.,0,0,1
911,1,3,Convergence criteria met.,0,0,1
911,1,4,Convergence criteria met.,0,0,1
911,1,5,Convergence criteria met.,0,0,1
911,1,6,Convergence criteria met.,0,0,1
911,3,1,Convergence criteria met.,0,0,1
911,3,2,Convergence criteria met.,0,0,1
911,3,3,Convergence criteria met.,0,0,1
911,3,4,Convergence criteria met.,0,0,1
911,3,5,Convergence criteria met.,0,0,1
911,3,6,Convergence criteria met.,0,0,1
912,1,1,Convergence criteria met.,0,0,1
912,1,2,Convergence criteria met.,0,0,1
912,1,3,Convergence criteria met.,0,0,1
912,1,4,Convergence criteria met.,0,0,1
912,1,5,Convergence criteria met.,0,0,1
912,1,6,Convergence criteria met.,0,0,1
912,3,1,Convergence criteria met.,0,0,1
912,3,2,Convergence criteria met.,0,0,1
912,3,3,Convergence criteria met.,0,0,1
912,3,4,Convergence criteria met.,0,0,1
912,3,5,Convergence criteria met.,0,0,1
912,3,6,Convergence criteria met.,0,0,1
913,1,1,Convergence criteria met.,0,0,1
913,1,2,Convergence criteria met.,0,0,1
913,1,3,Convergence criteria met.,0,0,1
913,1,4,Convergence criteria met.,0,0,1
913,1,5,Convergence criteria met.,0,0,1
913,1,6,Convergence criteria met.,0,0,1
913,3,1,Convergence criteria met.,0,0,1
913,3,2,Convergence criteria met.,0,0,1
913,3,3,Convergence criteria met.,0,0,1
913,3,4,Convergence criteria met.,0,0,1
913,3,5,Convergence criteria met.,0,0,1
913,3,6,Convergence criteria met.,0,0,1
914,1,1,Convergence criteria met.,0,0,1
914,1,2,Convergence criteria met.,0,0,1
914,1,3,Convergence criteria met.,0,0,1
914,1,4,Convergence criteria met.,0,0,1
914,1,5,Convergence criteria met.,0,0,1
914,1,6,Convergence criteria met.,0,0,1
914,3,1,Convergence criteria met.,0,0,1
914,3,2,Convergence criteria met.,0,0,1
914,3,3,Convergence criteria met.,0,0,1
914,3,4,Convergence criteria met.,0,0,1
914,3,5,Convergence criteria met.,0,0,1
914,3,6,Convergence criteria met.,0,0,1
915,1,1,Convergence criteria met.,0,0,1
915,1,2,Convergence criteria met.,0,0,1
915,1,3,Convergence criteria met.,0,0,1
915,1,4,Convergence criteria met.,0,0,1
915,1,5,Convergence criteria met.,0,0,1
915,1,6,Convergence criteria met.,0,0,1
915,3,1,Convergence criteria met.,0,0,1
915,3,2,Convergence criteria met.,0,0,1
915,3,3,Convergence criteria met.,0,0,1
915,3,4,Convergence criteria met.,0,0,1
915,3,5,Convergence criteria met.,0,0,1
915,3,6,Convergence criteria met.,0,0,1
916,1,1,Convergence criteria met.,0,0,1
916,1,2,Convergence criteria met.,0,0,1
916,1,3,Convergence criteria met.,0,0,1
916,1,4,Convergence criteria met.,0,0,1
916,1,5,Convergence criteria met.,0,0,1
916,1,6,Convergence criteria met.,0,0,1
916,3,1,Convergence criteria met.,0,0,1
916,3,2,Convergence criteria met.,0,0,1
916,3,3,Convergence criteria met.,0,0,1
916,3,4,Convergence criteria met.,0,0,1
916,3,5,Convergence criteria met.,0,0,1
916,3,6,Convergence criteria met.,0,0,1
917,1,1,Convergence criteria met.,0,0,1
917,1,2,Convergence criteria met.,0,0,1
917,1,3,Convergence criteria met.,0,0,1
917,1,4,Convergence criteria met.,0,0,1
917,1,5,Convergence criteria met.,0,0,1
917,1,6,Convergence criteria met.,0,0,1
917,3,1,Convergence criteria met.,0,0,1
917,3,2,Convergence criteria met.,0,0,1
917,3,3,Convergence criteria met.,0,0,1
917,3,4,Convergence criteria met.,0,0,1
917,3,5,Convergence criteria met.,0,0,1
917,3,6,Convergence criteria met.,0,0,1
918,1,1,Convergence criteria met.,0,0,1
918,1,2,Convergence criteria met.,0,0,1
918,1,3,Convergence criteria met.,0,0,1
918,1,4,Convergence criteria met.,0,0,1
918,1,5,Convergence criteria met.,0,0,1
918,1,6,Convergence criteria met.,0,0,1
918,3,1,Convergence criteria met.,0,0,1
918,3,2,Convergence criteria met.,0,0,1
918,3,3,Convergence criteria met.,0,0,1
918,3,4,Convergence criteria met.,0,0,1
918,3,5,Convergence criteria met.,0,0,1
918,3,6,Convergence criteria met.,0,0,1
919,1,1,Convergence criteria met.,0,0,1
919,1,2,Convergence criteria met.,0,0,1
919,1,3,Convergence criteria met.,0,0,1
919,1,4,Convergence criteria met.,0,0,1
919,1,5,Convergence criteria met.,0,0,1
919,1,6,Convergence criteria met.,0,0,1
919,3,1,Convergence criteria met.,0,0,1
919,3,2,Convergence criteria met.,0,0,1
919,3,3,Convergence criteria met.,0,0,1
919,3,4,Convergence criteria met.,0,0,1
919,3,5,Convergence criteria met.,0,0,1
919,3,6,Convergence criteria met.,0,0,1
920,1,1,Convergence criteria met.,0,0,1
920,1,2,Convergence criteria met.,0,0,1
920,1,3,Convergence criteria met.,0,0,1
920,1,4,Convergence criteria met.,0,0,1
920,1,5,Convergence criteria met.,0,0,1
920,1,6,Convergence criteria met.,0,0,1
920,3,1,Convergence criteria met.,0,0,1
920,3,2,Convergence criteria met.,0,0,1
920,3,3,Convergence criteria met.,0,0,1
920,3,4,Convergence criteria met.,0,0,1
920,3,5,Convergence criteria met.,0,0,1
920,3,6,Convergence criteria met.,0,0,1
921,1,1,Convergence criteria met.,0,0,1
921,1,2,Convergence criteria met.,0,0,1
921,1,3,Convergence criteria met.,0,0,1
921,1,4,Convergence criteria met.,0,0,1
921,1,5,Convergence criteria met.,0,0,1
921,1,6,Convergence criteria met.,0,0,1
921,3,1,Convergence criteria met.,0,0,1
921,3,2,Convergence criteria met.,0,0,1
921,3,3,Convergence criteria met.,0,0,1
921,3,4,Convergence criteria met.,0,0,1
921,3,5,Convergence criteria met.,0,0,1
921,3,6,Convergence criteria met.,0,0,1
922,1,1,Convergence criteria met.,0,0,1
922,1,2,Convergence criteria met.,0,0,1
922,1,3,Convergence criteria met.,0,0,1
922,1,4,Convergence criteria met.,0,0,1
922,1,5,Convergence criteria met.,0,0,1
922,1,6,Convergence criteria met.,0,0,1
922,3,1,Convergence criteria met.,0,0,1
922,3,2,Convergence criteria met.,0,0,1
922,3,3,Convergence criteria met.,0,0,1
922,3,4,Convergence criteria met.,0,0,1
922,3,5,Convergence criteria met.,0,0,1
922,3,6,Convergence criteria met.,0,0,1
923,1,1,Convergence criteria met.,0,0,1
923,1,2,Convergence criteria met.,0,0,1
923,1,3,Convergence criteria met.,0,0,1
923,1,4,Convergence criteria met.,0,0,1
923,1,5,Convergence criteria met.,0,0,1
923,1,6,Convergence criteria met.,0,0,1
923,3,1,Convergence criteria met.,0,0,1
923,3,2,Convergence criteria met.,0,0,1
923,3,3,Convergence criteria met.,0,0,1
923,3,4,Convergence criteria met.,0,0,1
923,3,5,Convergence criteria met.,0,0,1
923,3,6,Convergence criteria met.,0,0,1
924,1,1,Convergence criteria met.,0,0,1
924,1,2,Convergence criteria met.,0,0,1
924,1,3,Convergence criteria met.,0,0,1
924,1,4,Convergence criteria met.,0,0,1
924,1,5,Convergence criteria met.,0,0,1
924,1,6,Convergence criteria met.,0,0,1
924,3,1,Convergence criteria met.,0,0,1
924,3,2,Convergence criteria met.,0,0,1
924,3,3,Convergence criteria met.,0,0,1
924,3,4,Convergence criteria met.,0,0,1
924,3,5,Convergence criteria met.,0,0,1
924,3,6,Convergence criteria met.,0,0,1
925,1,1,Convergence criteria met.,0,0,1
925,1,2,Convergence criteria met.,0,0,1
925,1,3,Convergence criteria met.,0,0,1
925,1,4,Convergence criteria met.,0,0,1
925,1,5,Convergence criteria met.,0,0,1
925,1,6,Convergence criteria met.,0,0,1
925,3,1,Convergence criteria met.,0,0,1
925,3,2,Convergence criteria met.,0,0,1
925,3,3,Convergence criteria met.,0,0,1
925,3,4,Convergence criteria met.,0,0,1
925,3,5,Convergence criteria met.,0,0,1
925,3,6,Convergence criteria met.,0,0,1
926,1,1,Convergence criteria met.,0,0,1
926,1,2,Convergence criteria met.,0,0,1
926,1,3,Convergence criteria met.,0,0,1
926,1,4,Convergence criteria met.,0,0,1
926,1,5,Convergence criteria met.,0,0,1
926,1,6,Convergence criteria met.,0,0,1
926,3,1,Convergence criteria met.,0,0,1
926,3,2,Convergence criteria met.,0,0,1
926,3,3,Convergence criteria met.,0,0,1
926,3,4,Convergence criteria met.,0,0,1
926,3,5,Convergence criteria met.,0,0,1
926,3,6,Convergence criteria met.,0,0,1
927,1,1,Convergence criteria met.,0,0,1
927,1,2,WARNING: Unable to make Hessian positive definite.,1,0,0
927,1,3,Convergence criteria met.,0,0,1
927,1,4,Convergence criteria met.,0,0,1
927,1,5,Convergence criteria met.,0,0,1
927,1,6,Convergence criteria met.,0,0,1
927,3,1,Convergence criteria met.,0,0,1
927,3,2,Convergence criteria met.,0,0,1
927,3,3,Convergence criteria met.,0,0,1
927,3,4,Convergence criteria met.,0,0,1
927,3,5,Convergence criteria met.,0,0,1
927,3,6,Convergence criteria met.,0,0,1
928,1,1,Convergence criteria met.,0,0,1
928,1,2,Convergence criteria met.,0,0,1
928,1,3,Convergence criteria met.,0,0,1
928,1,4,Convergence criteria met.,0,0,1
928,1,5,Convergence criteria met.,0,0,1
928,1,6,Convergence criteria met.,0,0,1
928,3,1,Convergence criteria met.,0,0,1
928,3,2,Convergence criteria met.,0,0,1
928,3,3,Convergence criteria met.,0,0,1
