RandRep,Treat,Gen,Reason,Status,pdG,pdH
758,3,1,Convergence criteria met.,0,0,1
758,3,2,Convergence criteria met.,0,0,1
758,3,3,Convergence criteria met.,0,0,1
758,3,4,Convergence criteria met.,0,0,1
758,3,5,Convergence criteria met.,0,0,1
758,3,6,Convergence criteria met.,0,0,1
759,1,1,Convergence criteria met.,0,0,1
759,1,2,Convergence criteria met.,0,0,1
759,1,3,Convergence criteria met.,0,0,1
759,1,4,Convergence criteria met.,0,0,1
759,1,5,Convergence criteria met.,0,0,1
759,1,6,Convergence criteria met.,0,0,1
759,3,1,Convergence criteria met.,0,0,1
759,3,2,Convergence criteria met.,0,0,1
759,3,3,Convergence criteria met.,0,0,1
759,3,4,Convergence criteria met.,0,0,1
759,3,5,Convergence criteria met.,0,0,1
759,3,6,Convergence criteria met.,0,0,1
760,1,1,Convergence criteria met.,0,0,1
760,1,2,Convergence criteria met.,0,0,1
760,1,3,Convergence criteria met.,0,0,1
760,1,4,Convergence criteria met.,0,0,1
760,1,5,Convergence criteria met.,0,0,1
760,1,6,Convergence criteria met.,0,0,1
760,3,1,Convergence criteria met.,0,0,1
760,3,2,Convergence criteria met.,0,0,1
760,3,3,Convergence criteria met.,0,0,1
760,3,4,Convergence criteria met.,0,0,1
760,3,5,Convergence criteria met.,0,0,1
760,3,6,Convergence criteria met.,0,0,1
761,1,1,Convergence criteria met.,0,0,1
761,1,2,Convergence criteria met.,0,0,1
761,1,3,Convergence criteria met.,0,0,1
761,1,4,Convergence criteria met.,0,0,1
761,1,5,Convergence criteria met.,0,0,1
761,1,6,Convergence criteria met.,0,0,1
761,3,1,Convergence criteria met.,0,0,1
761,3,2,Convergence criteria met.,0,0,1
761,3,3,Convergence criteria met.,0,0,1
761,3,4,Convergence criteria met.,0,0,1
761,3,5,Convergence criteria met.,0,0,1
761,3,6,Convergence criteria met.,0,0,1
762,1,1,Convergence criteria met.,0,0,1
762,1,2,Convergence criteria met.,0,0,1
762,1,3,Convergence criteria met.,0,0,1
762,1,4,Convergence criteria met.,0,0,1
762,1,5,Convergence criteria met.,0,0,1
762,1,6,Convergence criteria met.,0,0,1
762,3,1,Convergence criteria met.,0,0,1
762,3,2,Convergence criteria met.,0,0,1
762,3,3,Convergence criteria met.,0,0,1
762,3,4,Convergence criteria met.,0,0,1
762,3,5,Convergence criteria met.,0,0,1
762,3,6,Convergence criteria met.,0,0,1
763,1,1,Convergence criteria met.,0,0,1
763,1,2,Convergence criteria met.,0,0,1
763,1,3,Convergence criteria met.,0,0,1
763,1,4,Convergence criteria met.,0,0,1
763,1,5,Convergence criteria met.,0,0,1
763,1,6,Convergence criteria met.,0,0,1
763,3,1,Convergence criteria met.,0,0,1
763,3,2,Convergence criteria met.,0,0,1
763,3,3,Convergence criteria met.,0,0,1
763,3,4,Convergence criteria met.,0,0,1
763,3,5,Convergence criteria met.,0,0,1
763,3,6,Convergence criteria met.,0,0,1
764,1,1,Convergence criteria met.,0,0,1
764,1,2,Convergence criteria met.,0,0,1
764,1,3,Convergence criteria met.,0,0,1
764,1,4,Convergence criteria met.,0,0,1
764,1,5,Convergence criteria met.,0,0,1
764,1,6,Convergence criteria met.,0,0,1
764,3,1,Convergence criteria met.,0,0,1
764,3,2,Convergence criteria met.,0,0,1
764,3,3,Convergence criteria met.,0,0,1
764,3,4,Convergence criteria met.,0,0,1
764,3,5,Convergence criteria met.,0,0,1
764,3,6,Convergence criteria met.,0,0,1
765,1,1,Convergence criteria met.,0,0,1
765,1,2,Convergence criteria met.,0,0,1
765,1,3,Convergence criteria met.,0,0,1
765,1,4,Convergence criteria met.,0,0,1
765,1,5,Convergence criteria met.,0,0,1
765,1,6,Convergence criteria met.,0,0,1
765,3,1,Convergence criteria met.,0,0,1
765,3,2,Convergence criteria met.,0,0,1
765,3,3,Convergence criteria met.,0,0,1
765,3,4,Convergence criteria met.,0,0,1
765,3,5,Convergence criteria met.,0,0,1
765,3,6,Convergence criteria met.,0,0,1
766,1,1,Convergence criteria met.,0,0,1
766,1,2,Convergence criteria met.,0,0,1
766,1,3,Convergence criteria met.,0,0,1
766,1,4,Convergence criteria met.,0,0,1
766,1,5,Convergence criteria met.,0,0,1
766,1,6,Convergence criteria met.,0,0,1
766,3,1,Convergence criteria met.,0,0,1
766,3,2,Convergence criteria met.,0,0,1
766,3,3,Convergence criteria met.,0,0,1
766,3,4,Convergence criteria met.,0,0,1
766,3,5,Convergence criteria met.,0,0,1
766,3,6,Convergence criteria met.,0,0,1
767,1,1,Convergence criteria met.,0,0,1
767,1,2,Convergence criteria met.,0,0,1
767,1,3,Convergence criteria met.,0,0,1
767,1,4,Convergence criteria met.,0,0,1
767,1,5,Convergence criteria met.,0,0,1
767,1,6,Convergence criteria met.,0,0,1
767,3,1,Convergence criteria met.,0,0,1
767,3,2,Convergence criteria met.,0,0,1
767,3,3,Convergence criteria met.,0,0,1
767,3,4,Convergence criteria met.,0,0,1
767,3,5,Convergence criteria met.,0,0,1
767,3,6,Convergence criteria met.,0,0,1
768,1,1,Convergence criteria met.,0,0,1
768,1,2,Convergence criteria met.,0,0,1
768,1,3,Convergence criteria met.,0,0,1
768,1,4,Convergence criteria met.,0,0,1
768,1,5,Convergence criteria met.,0,0,1
768,1,6,Convergence criteria met.,0,0,1
768,3,1,Convergence criteria met.,0,0,1
768,3,2,Convergence criteria met.,0,0,1
768,3,3,Convergence criteria met.,0,0,1
768,3,4,Convergence criteria met.,0,0,1
768,3,5,Convergence criteria met.,0,0,1
768,3,6,Convergence criteria met.,0,0,1
769,1,1,Convergence criteria met.,0,0,1
769,1,2,Convergence criteria met.,0,0,1
769,1,3,Convergence criteria met.,0,0,1
769,1,4,Convergence criteria met.,0,0,1
769,1,5,Convergence criteria met.,0,0,1
769,1,6,Convergence criteria met.,0,0,1
769,3,1,Convergence criteria met.,0,0,1
769,3,2,Convergence criteria met.,0,0,1
769,3,3,Convergence criteria met.,0,0,1
769,3,4,Convergence criteria met.,0,0,1
769,3,5,Convergence criteria met.,0,0,1
769,3,6,Convergence criteria met.,0,0,1
770,1,1,Convergence criteria met.,0,0,1
770,1,2,Convergence criteria met.,0,0,1
770,1,3,Convergence criteria met.,0,0,1
770,1,4,Convergence criteria met.,0,0,1
770,1,5,Convergence criteria met.,0,0,1
770,1,6,Convergence criteria met.,0,0,1
770,3,1,Convergence criteria met.,0,0,1
770,3,2,Convergence criteria met.,0,0,1
770,3,3,Convergence criteria met.,0,0,1
770,3,4,Convergence criteria met.,0,0,1
770,3,5,Convergence criteria met.,0,0,1
770,3,6,Convergence criteria met.,0,0,1
771,1,1,Convergence criteria met.,0,0,1
771,1,2,Convergence criteria met.,0,0,1
771,1,3,Convergence criteria met.,0,0,1
771,1,4,Convergence criteria met.,0,0,1
771,1,5,Convergence criteria met.,0,0,1
771,1,6,Convergence criteria met.,0,0,1
771,3,1,Convergence criteria met.,0,0,1
771,3,2,Convergence criteria met.,0,0,1
771,3,3,Convergence criteria met.,0,0,1
771,3,4,Convergence criteria met.,0,0,1
771,3,5,Convergence criteria met.,0,0,1
771,3,6,Convergence criteria met.,0,0,1
772,1,1,Convergence criteria met.,0,0,1
772,1,2,Convergence criteria met.,0,0,1
772,1,3,Convergence criteria met.,0,0,1
772,1,4,Convergence criteria met.,0,0,1
772,1,5,Convergence criteria met.,0,0,1
772,1,6,Convergence criteria met.,0,0,1
772,3,1,Convergence criteria met.,0,0,1
772,3,2,Convergence criteria met.,0,0,1
772,3,3,Convergence criteria met.,0,0,1
772,3,4,Convergence criteria met.,0,0,1
772,3,5,Convergence criteria met.,0,0,1
772,3,6,Convergence criteria met.,0,0,1
773,1,1,Convergence criteria met.,0,0,1
773,1,2,Convergence criteria met.,0,0,1
773,1,3,Convergence criteria met.,0,0,1
773,1,4,Convergence criteria met.,0,0,1
773,1,5,Convergence criteria met.,0,0,1
773,1,6,Convergence criteria met.,0,0,1
773,3,1,Convergence criteria met.,0,0,1
773,3,2,Convergence criteria met.,0,0,1
773,3,3,Convergence criteria met.,0,0,1
773,3,4,Convergence criteria met.,0,0,1
773,3,5,Convergence criteria met.,0,0,1
773,3,6,Convergence criteria met.,0,0,1
774,1,1,Convergence criteria met.,0,0,1
774,1,2,Convergence criteria met.,0,0,1
774,1,3,Convergence criteria met.,0,0,1
774,1,4,Convergence criteria met.,0,0,1
774,1,5,Convergence criteria met.,0,0,1
774,1,6,Convergence criteria met.,0,0,1
774,3,1,Convergence criteria met.,0,0,1
774,3,2,Convergence criteria met.,0,0,1
774,3,3,Convergence criteria met.,0,0,1
774,3,4,Convergence criteria met.,0,0,1
774,3,5,Convergence criteria met.,0,0,1
774,3,6,Convergence criteria met.,0,0,1
775,1,1,Convergence criteria met.,0,0,1
775,1,2,Convergence criteria met.,0,0,1
775,1,3,Convergence criteria met.,0,0,1
775,1,4,Convergence criteria met.,0,0,1
775,1,5,Convergence criteria met.,0,0,1
775,1,6,Convergence criteria met.,0,0,1
775,3,1,Convergence criteria met.,0,0,1
775,3,2,Convergence criteria met.,0,0,1
775,3,3,Convergence criteria met.,0,0,1
775,3,4,Convergence criteria met.,0,0,1
775,3,5,Convergence criteria met.,0,0,1
775,3,6,Convergence criteria met.,0,0,1
776,1,1,Convergence criteria met.,0,0,1
776,1,2,Convergence criteria met.,0,0,1
776,1,3,Convergence criteria met.,0,0,1
776,1,4,Convergence criteria met.,0,0,1
776,1,5,Convergence criteria met.,0,0,1
776,1,6,Convergence criteria met.,0,0,1
776,3,1,Convergence criteria met.,0,0,1
776,3,2,Convergence criteria met.,0,0,1
776,3,3,Convergence criteria met.,0,0,1
776,3,4,Convergence criteria met.,0,0,1
776,3,5,Convergence criteria met.,0,0,1
776,3,6,Convergence criteria met.,0,0,1
777,1,1,Convergence criteria met.,0,0,1
777,1,2,Convergence criteria met.,0,0,1
777,1,3,Convergence criteria met.,0,0,1
777,1,4,Convergence criteria met.,0,0,1
777,1,5,Convergence criteria met.,0,0,1
777,1,6,Convergence criteria met.,0,0,1
777,3,1,Convergence criteria met.,0,0,1
777,3,2,Convergence criteria met.,0,0,1
777,3,3,Convergence criteria met.,0,0,1
777,3,4,Convergence criteria met.,0,0,1
777,3,5,Convergence criteria met.,0,0,1
777,3,6,Convergence criteria met.,0,0,1
778,1,1,Convergence criteria met.,0,0,1
778,1,2,Convergence criteria met.,0,0,1
778,1,3,Convergence criteria met.,0,0,1
778,1,4,Convergence criteria met.,0,0,1
778,1,5,Convergence criteria met.,0,0,1
778,1,6,Convergence criteria met.,0,0,1
778,3,1,Convergence criteria met.,0,0,1
778,3,2,Convergence criteria met.,0,0,1
778,3,3,Convergence criteria met.,0,0,1
778,3,4,Convergence criteria met.,0,0,1
778,3,5,Convergence criteria met.,0,0,1
778,3,6,Convergence criteria met.,0,0,1
779,1,1,Convergence criteria met.,0,0,1
779,1,2,Convergence criteria met.,0,0,1
779,1,3,Convergence criteria met.,0,0,1
779,1,4,Convergence criteria met.,0,0,1
779,1,5,Convergence criteria met.,0,0,1
779,1,6,Convergence criteria met.,0,0,1
779,3,1,Convergence criteria met.,0,0,1
779,3,2,Convergence criteria met.,0,0,1
779,3,3,Convergence criteria met.,0,0,1
779,3,4,Convergence criteria met.,0,0,1
779,3,5,Convergence criteria met.,0,0,1
779,3,6,Convergence criteria met.,0,0,1
780,1,1,Convergence criteria met.,0,0,1
780,1,2,Convergence criteria met.,0,0,1
780,1,3,Convergence criteria met.,0,0,1
780,1,4,Convergence criteria met.,0,0,1
780,1,5,Convergence criteria met.,0,0,1
780,1,6,Convergence criteria met.,0,0,1
780,3,1,Convergence criteria met.,0,0,1
780,3,2,Convergence criteria met.,0,0,1
780,3,3,Convergence criteria met.,0,0,1
780,3,4,Convergence criteria met.,0,0,1
780,3,5,Convergence criteria met.,0,0,1
780,3,6,Convergence criteria met.,0,0,1
781,1,1,Convergence criteria met.,0,0,1
781,1,2,Convergence criteria met.,0,0,1
781,1,3,Convergence criteria met.,0,0,1
781,1,4,Convergence criteria met.,0,0,1
781,1,5,Convergence criteria met.,0,0,1
781,1,6,Convergence criteria met.,0,0,1
781,3,1,Convergence criteria met.,0,0,1
781,3,2,Convergence criteria met.,0,0,1
781,3,3,Convergence criteria met.,0,0,1
781,3,4,Convergence criteria met.,0,0,1
781,3,5,Convergence criteria met.,0,0,1
781,3,6,Convergence criteria met.,0,0,1
782,1,1,Convergence criteria met.,0,0,1
782,1,2,Convergence criteria met.,0,0,1
782,1,3,Convergence criteria met.,0,0,1
782,1,4,Convergence criteria met.,0,0,1
782,1,5,Convergence criteria met.,0,0,1
782,1,6,Convergence criteria met.,0,0,1
782,3,1,Convergence criteria met.,0,0,1
782,3,2,Convergence criteria met.,0,0,1
782,3,3,Convergence criteria met.,0,0,1
782,3,4,Convergence criteria met.,0,0,1
782,3,5,Convergence criteria met.,0,0,1
782,3,6,Convergence criteria met.,0,0,1
783,1,1,Convergence criteria met.,0,0,1
783,1,2,Convergence criteria met.,0,0,1
783,1,3,Convergence criteria met.,0,0,1
783,1,4,Convergence criteria met.,0,0,1
783,1,5,Convergence criteria met.,0,0,1
783,1,6,Convergence criteria met.,0,0,1
783,3,1,Convergence criteria met.,0,0,1
783,3,2,Convergence criteria met.,0,0,1
783,3,3,Convergence criteria met.,0,0,1
783,3,4,Convergence criteria met.,0,0,1
783,3,5,Convergence criteria met.,0,0,1
783,3,6,Convergence criteria met.,0,0,1
784,1,1,Convergence criteria met.,0,0,1
784,1,2,Convergence criteria met.,0,0,1
784,1,3,Convergence criteria met.,0,0,1
784,1,4,Convergence criteria met.,0,0,1
784,1,5,Convergence criteria met.,0,0,1
784,1,6,Convergence criteria met.,0,0,1
784,3,1,Convergence criteria met.,0,0,1
784,3,2,Convergence criteria met.,0,0,1
784,3,3,Convergence criteria met.,0,0,1
784,3,4,Convergence criteria met.,0,0,1
784,3,5,Convergence criteria met.,0,0,1
784,3,6,Convergence criteria met.,0,0,1
785,1,1,Convergence criteria met.,0,0,1
785,1,2,Convergence criteria met.,0,0,1
785,1,3,Convergence criteria met.,0,0,1
785,1,4,Convergence criteria met.,0,0,1
785,1,5,Convergence criteria met.,0,0,1
785,1,6,Convergence criteria met.,0,0,1
785,3,1,Convergence criteria met.,0,0,1
785,3,2,Convergence criteria met.,0,0,1
785,3,3,Convergence criteria met.,0,0,1
785,3,4,Convergence criteria met.,0,0,1
785,3,5,Convergence criteria met.,0,0,1
785,3,6,Convergence criteria met.,0,0,1
786,1,1,Convergence criteria met.,0,0,1
786,1,2,Convergence criteria met.,0,0,1
786,1,3,Convergence criteria met.,0,0,1
786,1,4,Convergence criteria met.,0,0,1
786,1,5,Convergence criteria met.,0,0,1
786,1,6,Convergence criteria met.,0,0,1
786,3,1,Convergence criteria met.,0,0,1
786,3,2,Convergence criteria met.,0,0,1
786,3,3,Convergence criteria met.,0,0,1
786,3,4,Convergence criteria met.,0,0,1
786,3,5,Convergence criteria met.,0,0,1
786,3,6,Convergence criteria met.,0,0,1
787,1,1,Convergence criteria met.,0,0,1
787,1,2,Convergence criteria met.,0,0,1
787,1,3,Convergence criteria met.,0,0,1
787,1,4,Convergence criteria met.,0,0,1
787,1,5,Convergence criteria met.,0,0,1
787,1,6,Convergence criteria met.,0,0,1
787,3,1,Convergence criteria met.,0,0,1
787,3,2,Convergence criteria met.,0,0,1
787,3,3,Convergence criteria met.,0,0,1
787,3,4,Convergence criteria met.,0,0,1
787,3,5,Convergence criteria met.,0,0,1
787,3,6,Convergence criteria met.,0,0,1
788,1,1,Convergence criteria met.,0,0,1
788,1,2,Convergence criteria met.,0,0,1
788,1,3,Convergence criteria met.,0,0,1
788,1,4,Convergence criteria met.,0,0,1
788,1,5,Convergence criteria met.,0,0,1
788,1,6,Convergence criteria met.,0,0,1
788,3,1,Convergence criteria met.,0,0,1
788,3,2,Convergence criteria met.,0,0,1
788,3,3,Convergence criteria met.,0,0,1
788,3,4,Convergence criteria met.,0,0,1
788,3,5,Convergence criteria met.,0,0,1
788,3,6,Convergence criteria met.,0,0,1
789,1,1,Convergence criteria met.,0,0,1
789,1,2,Convergence criteria met.,0,0,1
789,1,3,Convergence criteria met.,0,0,1
789,1,4,Convergence criteria met.,0,0,1
789,1,5,Convergence criteria met.,0,0,1
789,1,6,Convergence criteria met.,0,0,1
789,3,1,Convergence criteria met.,0,0,1
789,3,2,Convergence criteria met.,0,0,1
789,3,3,Convergence criteria met.,0,0,1
789,3,4,Convergence criteria met.,0,0,1
789,3,5,Convergence criteria met.,0,0,1
789,3,6,Convergence criteria met.,0,0,1
790,1,1,Convergence criteria met.,0,0,1
790,1,2,Convergence criteria met.,0,0,1
790,1,3,Convergence criteria met.,0,0,1
790,1,4,Convergence criteria met.,0,0,1
790,1,5,Convergence criteria met.,0,0,1
790,1,6,Convergence criteria met.,0,0,1
790,3,1,Convergence criteria met.,0,0,1
790,3,2,Convergence criteria met.,0,0,1
790,3,3,Convergence criteria met.,0,0,1
790,3,4,Convergence criteria met.,0,0,1
790,3,5,Convergence criteria met.,0,0,1
790,3,6,Convergence criteria met.,0,0,1
791,1,1,Convergence criteria met.,0,0,1
791,1,2,Convergence criteria met.,0,0,1
791,1,3,WARNING: Unable to make Hessian positive definite.,1,0,0
791,1,4,Convergence criteria met.,0,0,1
791,1,5,Convergence criteria met.,0,0,1
791,1,6,Convergence criteria met.,0,0,1
791,3,1,Convergence criteria met.,0,0,1
791,3,2,Convergence criteria met.,0,0,1
791,3,3,Convergence criteria met.,0,0,1
791,3,4,Convergence criteria met.,0,0,1
791,3,5,Convergence criteria met.,0,0,1
791,3,6,Convergence criteria met.,0,0,1
792,1,1,Convergence criteria met.,0,0,1
792,1,2,Convergence criteria met.,0,0,1
792,1,3,Convergence criteria met.,0,0,1
792,1,4,Convergence criteria met.,0,0,1
792,1,5,Convergence criteria met.,0,0,1
792,1,6,Convergence criteria met.,0,0,1
792,3,1,Convergence criteria met.,0,0,1
792,3,2,Convergence criteria met.,0,0,1
792,3,3,Convergence criteria met.,0,0,1
792,3,4,Convergence criteria met.,0,0,1
792,3,5,Convergence criteria met.,0,0,1
792,3,6,Convergence criteria met.,0,0,1
793,1,1,Convergence criteria met.,0,0,1
793,1,2,Convergence criteria met.,0,0,1
793,1,3,Convergence criteria met.,0,0,1
793,1,4,Convergence criteria met.,0,0,1
793,1,5,Convergence criteria met.,0,0,1
793,1,6,Convergence criteria met.,0,0,1
793,3,1,Convergence criteria met.,0,0,1
793,3,2,Convergence criteria met.,0,0,1
793,3,3,Convergence criteria met.,0,0,1
793,3,4,Convergence criteria met.,0,0,1
793,3,5,Convergence criteria met.,0,0,1
793,3,6,Convergence criteria met.,0,0,1
794,1,1,Convergence criteria met.,0,0,1
794,1,2,Convergence criteria met.,0,0,1
794,1,3,Convergence criteria met.,0,0,1
794,1,4,Convergence criteria met.,0,0,1
794,1,5,Convergence criteria met.,0,0,1
794,1,6,Convergence criteria met.,0,0,1
794,3,1,Convergence criteria met.,0,0,1
794,3,2,Convergence criteria met.,0,0,1
794,3,3,Convergence criteria met.,0,0,1
794,3,4,Convergence criteria met.,0,0,1
794,3,5,Convergence criteria met.,0,0,1
794,3,6,Convergence criteria met.,0,0,1
795,1,1,Convergence criteria met.,0,0,1
795,1,2,Convergence criteria met.,0,0,1
795,1,3,Convergence criteria met.,0,0,1
795,1,4,Convergence criteria met.,0,0,1
795,1,5,Convergence criteria met.,0,0,1
795,1,6,Convergence criteria met.,0,0,1
795,3,1,Convergence criteria met.,0,0,1
795,3,2,Convergence criteria met.,0,0,1
795,3,3,Convergence criteria met.,0,0,1
795,3,4,Convergence criteria met.,0,0,1
795,3,5,Convergence criteria met.,0,0,1
795,3,6,Convergence criteria met.,0,0,1
796,1,1,Convergence criteria met.,0,0,1
796,1,2,Convergence criteria met.,0,0,1
796,1,3,Convergence criteria met.,0,0,1
796,1,4,Convergence criteria met.,0,0,1
796,1,5,Convergence criteria met.,0,0,1
796,1,6,Convergence criteria met.,0,0,1
796,3,1,Convergence criteria met.,0,0,1
796,3,2,Convergence criteria met.,0,0,1
796,3,3,Convergence criteria met.,0,0,1
796,3,4,Convergence criteria met.,0,0,1
796,3,5,Convergence criteria met.,0,0,1
796,3,6,Convergence criteria met.,0,0,1
797,1,1,Convergence criteria met.,0,0,1
797,1,2,Convergence criteria met.,0,0,1
797,1,3,Convergence criteria met.,0,0,1
797,1,4,Convergence criteria met.,0,0,1
797,1,5,Convergence criteria met.,0,0,1
797,1,6,Convergence criteria met.,0,0,1
797,3,1,Convergence criteria met.,0,0,1
797,3,2,Convergence criteria met.,0,0,1
797,3,3,Convergence criteria met.,0,0,1
797,3,4,Convergence criteria met.,0,0,1
797,3,5,Convergence criteria met.,0,0,1
797,3,6,Convergence criteria met.,0,0,1
798,1,1,Convergence criteria met.,0,0,1
798,1,2,Convergence criteria met.,0,0,1
798,1,3,Convergence criteria met.,0,0,1
798,1,4,Convergence criteria met.,0,0,1
798,1,5,Convergence criteria met.,0,0,1
798,1,6,Convergence criteria met.,0,0,1
798,3,1,Convergence criteria met.,0,0,1
798,3,2,Convergence criteria met.,0,0,1
798,3,3,Convergence criteria met.,0,0,1
798,3,4,Convergence criteria met.,0,0,1
798,3,5,Convergence criteria met.,0,0,1
798,3,6,Convergence criteria met.,0,0,1
799,1,1,Convergence criteria met.,0,0,1
799,1,2,Convergence criteria met.,0,0,1
799,1,3,Convergence criteria met.,0,0,1
799,1,4,Convergence criteria met.,0,0,1
799,1,5,Convergence criteria met.,0,0,1
799,1,6,Convergence criteria met.,0,0,1
799,3,1,Convergence criteria met.,0,0,1
799,3,2,Convergence criteria met.,0,0,1
799,3,3,Convergence criteria met.,0,0,1
799,3,4,Convergence criteria met.,0,0,1
799,3,5,Convergence criteria met.,0,0,1
799,3,6,Convergence criteria met.,0,0,1
800,1,1,Convergence criteria met.,0,0,1
800,1,2,Convergence criteria met.,0,0,1
800,1,3,Convergence criteria met.,0,0,1
800,1,4,Convergence criteria met.,0,0,1
800,1,5,Convergence criteria met.,0,0,1
800,1,6,Convergence criteria met.,0,0,1
800,3,1,Convergence criteria met.,0,0,1
800,3,2,Convergence criteria met.,0,0,1
800,3,3,Convergence criteria met.,0,0,1
800,3,4,Convergence criteria met.,0,0,1
800,3,5,Convergence criteria met.,0,0,1
800,3,6,Convergence criteria met.,0,0,1
801,1,1,Convergence criteria met.,0,0,1
801,1,2,Convergence criteria met.,0,0,1
801,1,3,Convergence criteria met.,0,0,1
801,1,4,Convergence criteria met.,0,0,1
801,1,5,Convergence criteria met.,0,0,1
801,1,6,Convergence criteria met.,0,0,1
801,3,1,Convergence criteria met.,0,0,1
801,3,2,Convergence criteria met.,0,0,1
801,3,3,Convergence criteria met.,0,0,1
801,3,4,Convergence criteria met.,0,0,1
801,3,5,Convergence criteria met.,0,0,1
801,3,6,Convergence criteria met.,0,0,1
802,1,1,Convergence criteria met.,0,0,1
802,1,2,Convergence criteria met.,0,0,1
802,1,3,Convergence criteria met.,0,0,1
802,1,4,Convergence criteria met.,0,0,1
802,1,5,Convergence criteria met.,0,0,1
802,1,6,Convergence criteria met.,0,0,1
802,3,1,Convergence criteria met.,0,0,1
802,3,2,Convergence criteria met.,0,0,1
802,3,3,Convergence criteria met.,0,0,1
802,3,4,Convergence criteria met.,0,0,1
802,3,5,Convergence criteria met.,0,0,1
802,3,6,Convergence criteria met.,0,0,1
803,1,1,Convergence criteria met.,0,0,1
803,1,2,Convergence criteria met.,0,0,1
803,1,3,Convergence criteria met.,0,0,1
803,1,4,Convergence criteria met.,0,0,1
803,1,5,Convergence criteria met.,0,0,1
803,1,6,Convergence criteria met.,0,0,1
803,3,1,Convergence criteria met.,0,0,1
803,3,2,Convergence criteria met.,0,0,1
803,3,3,Convergence criteria met.,0,0,1
